Value,age,id,group,cluster,word,SSP,word_type,position,word_freq,cluster_freq,word_length,cluster_length,Reading.time
мотоцикл,31,23c9567b1be066e13f6bf264db637650,B,кл,мотоцикл,nSSP,word,end,18.4,69.5,8,2,515
тигр,31,23c9567b1be066e13f6bf264db637650,B,гр,тигр,nSSP,word,end,15.2,29.7,4,2,516
краб,31,23c9567b1be066e13f6bf264db637650,B,кр,краб,SSP,word,start,7.9,4723.9,4,2,477
столб,31,23c9567b1be066e13f6bf264db637650,B,лб,столб,SSP,word,end,32.7,33.1,5,2,486
скунс,31,23c9567b1be066e13f6bf264db637650,B,нс,скунс,SSP,word,end,0.5,179.5,5,2,537
шквал,31,23c9567b1be066e13f6bf264db637650,B,шкв,шквал,SSP,word,start,3.4,4.2,5,3,768
триумф,31,23c9567b1be066e13f6bf264db637650,B,мф,триумф,SSP,word,end,9.3,9.3,6,2,497
хлыст,31,23c9567b1be066e13f6bf264db637650,B,ст,хлыст,SSP,word,end,2.8,2163.2,5,2,560
театр,31,23c9567b1be066e13f6bf264db637650,B,тр,театр,nSSP,word,end,305.3,792,5,2,689
егерь,31,23c9567b1be066e13f6bf264db637650,B,None,егерь,filler,word,filler,3.7,None,5,None,524
мститель,31,23c9567b1be066e13f6bf264db637650,B,мст,мститель,nSSP,word,start,1.9,15.9,8,3,625
инфаркт,31,23c9567b1be066e13f6bf264db637650,B,ркт,инфаркт,SSP,word,end,11.6,11.6,7,3,2959
спектакль,31,23c9567b1be066e13f6bf264db637650,B,кль,спектакль,nSSP,word,end,164.7,178,9,2,736
право,31,23c9567b1be066e13f6bf264db637650,B,пр,право,SSP,word,start,461.4,36041.9,5,2,551
трагедия,31,23c9567b1be066e13f6bf264db637650,B,тр,трагедия,SSP,word,start,45.7,4601.6,8,2,702
ансамбль,31,23c9567b1be066e13f6bf264db637650,B,мбль,ансамбль,nSSP,word,end,21.7,21.7,8,3,664
носок,31,23c9567b1be066e13f6bf264db637650,B,None,носок,filler,word,filler,25.2,None,5,None,599
вратарь,31,23c9567b1be066e13f6bf264db637650,B,вр,вратарь,SSP,word,start,4.8,3016.4,7,2,549
льстец,31,23c9567b1be066e13f6bf264db637650,B,льст,льстец,nSSP,word,start,0.7,6.7,6,3,793
табурет,31,23c9567b1be066e13f6bf264db637650,B,None,табурет,filler,word,filler,7.3,None,7,None,1167
зовамф,31,23c9567b1be066e13f6bf264db637650,B,мф,зовамф,SSP,pseudoword,end,None,9.3,6,2,604
анакондр,31,23c9567b1be066e13f6bf264db637650,B,ндр,анакондр,nSSP,pseudoword,end,None,16.6,7,3,1086
лурян,31,23c9567b1be066e13f6bf264db637650,B,None,лурян,filler,pseudoword,filler,None,None,5,None,737
вудалб,31,23c9567b1be066e13f6bf264db637650,B,лб,вудалб,SSP,pseudoword,end,None,33.1,5,2,796
фофард,31,23c9567b1be066e13f6bf264db637650,B,рд,фофард,SSP,pseudoword,end,None,132.5,6,2,1106
склус,31,23c9567b1be066e13f6bf264db637650,B,скл,склус,SSP,pseudoword,start,None,262.9,5,3,547
прен,31,23c9567b1be066e13f6bf264db637650,B,пр,прен,SSP,pseudoword,start,None,36041.9,5,2,652
инихрь,31,23c9567b1be066e13f6bf264db637650,B,хрь,инихрь,nSSP,pseudoword,end,None,9.7,5,2,611
шквурм,31,23c9567b1be066e13f6bf264db637650,B,шкв,шквурм,SSP,pseudoword,start,None,4.2,5,3,846
визун,31,23c9567b1be066e13f6bf264db637650,B,None,визун,filler,pseudoword,filler,None,None,5,None,623
кугора,31,23c9567b1be066e13f6bf264db637650,B,None,кугора,filler,pseudoword,filler,None,None,6,None,628
щутонс,31,23c9567b1be066e13f6bf264db637650,B,нс,щутонс,SSP,pseudoword,end,None,179.5,5,2,788
льстыр,31,23c9567b1be066e13f6bf264db637650,B,льст,льстыр,nSSP,pseudoword,start,None,6.7,6,3,525
торибль,31,23c9567b1be066e13f6bf264db637650,B,бль,торибль,nSSP,pseudoword,end,None,416.2,5,2,1040
шомбр,31,23c9567b1be066e13f6bf264db637650,B,мбр,шомбр,nSSP,pseudoword,end,None,3.4,5,3,772
трацеп,31,23c9567b1be066e13f6bf264db637650,B,тр,трацеп,SSP,pseudoword,start,None,4601.6,8,2,955
жакл,31,23c9567b1be066e13f6bf264db637650,B,кл,жакл,nSSP,pseudoword,end,None,69.5,8,2,639
ипогр,31,23c9567b1be066e13f6bf264db637650,B,гр,ипогр,nSSP,pseudoword,end,None,29.7,4,2,925
шейун,31,23c9567b1be066e13f6bf264db637650,B,None,шейун,filler,pseudoword,filler,None,None,5,None,717
ржыр,31,23c9567b1be066e13f6bf264db637650,B,рж,ржыр,nSSP,pseudoword,start,None,31.1,8,2,618
мстунит,31,23c9567b1be066e13f6bf264db637650,B,мст,мстунит,nSSP,pseudoword,start,None,15.9,8,3,514
гощара,31,23c9567b1be066e13f6bf264db637650,B,None,гощара,filler,pseudoword,filler,None,None,6,None,900
рвыкут,31,23c9567b1be066e13f6bf264db637650,B,рв,рвыкут,nSSP,pseudoword,start,None,100.9,7,2,716
фунтр,31,23c9567b1be066e13f6bf264db637650,B,нтр,фунтр,nSSP,pseudoword,end,None,281.5,5,3,757
кузетр,31,23c9567b1be066e13f6bf264db637650,B,тр,кузетр,nSSP,pseudoword,end,None,792,5,2,576
нокейн,31,23c9567b1be066e13f6bf264db637650,B,йн,нокейн,SSP,pseudoword,end,None,77.5,7,2,621
крак,31,23c9567b1be066e13f6bf264db637650,B,кр,крак,SSP,pseudoword,start,None,4723.9,4,2,568
югост,31,23c9567b1be066e13f6bf264db637650,B,ст,югост,SSP,pseudoword,end,None,2163.2,5,2,597
вигокль,31,23c9567b1be066e13f6bf264db637650,B,кль,вигокль,nSSP,pseudoword,end,None,178,9,2,815
ртос,31,23c9567b1be066e13f6bf264db637650,B,рт,ртос,nSSP,pseudoword,start,None,7.9,5,2,537
сигузд,31,23c9567b1be066e13f6bf264db637650,B,зд,сигузд,SSP,pseudoword,end,None,363.2,5,2,741
поратух,31,23c9567b1be066e13f6bf264db637650,B,None,поратух,filler,pseudoword,filler,None,None,7,None,806
коромбль,31,23c9567b1be066e13f6bf264db637650,B,мбль,коромбль,nSSP,pseudoword,end,None,21.7,8,3,639
моркт,31,23c9567b1be066e13f6bf264db637650,B,ркт,моркт,SSP,pseudoword,end,None,11.6,7,3,594
ствонет,31,23c9567b1be066e13f6bf264db637650,B,ств,ствонет,SSP,pseudoword,start,None,61.9,5,3,694
врамус,31,23c9567b1be066e13f6bf264db637650,B,вр,врамус,SSP,pseudoword,start,None,3016.4,7,2,547
мзда,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,мзд,мзда,nSSP,word,start,1.5,2.7,4,3,36722
жезл,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,зл,жезл,nSSP,word,end,3.5,3.5,4,2,9038
журавль,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,вль,журавль,nSSP,word,end,5.2,5.2,7,2,6372
льдина,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,льд,льдина,nSSP,word,start,6.1,8.6,6,2,4883
темп,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,мп,темп,SSP,word,end,49,63.1,4,2,5208
степь,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,ст,степь,SSP,word,start,29.6,9964.8,5,2,5148
двойник,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,дв,двойник,SSP,word,start,8,3166,7,2,5277
мщение,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,мщ,мщение,nSSP,word,start,1.2,1.2,6,2,5927
министр,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,стр,министр,nSSP,word,end,154.1,249.6,7,3,6115
куча,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,куча,filler,word,filler,40.4,None,4,None,4249
кедр,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,др,кедр,nSSP,word,end,6.1,73.4,4,2,2259
льгота,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,льг,льгота,nSSP,word,start,28.8,38.6,6,2,1273
мгла,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,мгл,мгла,nSSP,word,start,8.1,9.1,4,3,725
цветок,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,цв,цветок,SSP,word,start,92.4,369.3,6,2,973
организм,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,зм,организм,nSSP,word,end,80.6,725.1,8,2,742
сторож,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,сторож,filler,word,filler,14.4,None,6,None,733
киборг,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,рг,киборг,SSP,word,end,0.6,158,6,2,705
слайд,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,сл,слайд,SSP,word,start,1.7,6393,5,2,4873
песнь,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,снь,песнь,nSSP,word,end,18.7,18.7,5,2,886
мгновение,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,мгн,мгновение,nSSP,word,start,55.1,113.6,9,3,1237
штраф,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,штр,штраф,SSP,word,start,32.3,51.1,5,3,513
кот,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,кот,filler,word,filler,40.3,None,3,None,676
велосипед,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,велосипед,filler,word,filler,23.1,None,9,None,536
обед,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,обед,filler,word,filler,69.7,None,4,None,702
динозавр,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,вр,динозавр,nSSP,word,end,3.1,43.2,8,2,530
дартс,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,ртс,дартс,SSP,word,end,0.4,0.4,5,3,528
пакет,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,пакет,filler,word,filler,65.8,None,5,None,1097
блеск,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,ск,блеск,SSP,word,end,29.7,568.9,5,2,813
волк,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,лк,волк,SSP,word,end,36.1,133,4,2,932
глаз,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,гл,глаз,SSP,word,start,857.6,2880.4,4,2,442
холст,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,лст,холст,SSP,word,end,8.9,8.9,5,3,632
спектр,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,ктр,спектр,nSSP,word,end,27,27,6,3,776
болезнь,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,знь,болезнь,nSSP,word,end,109.6,1548.5,7,2,791
соблазн,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,зн,соблазн,nSSP,word,end,13.2,13.2,7,2,588
рыба,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,рыба,filler,word,filler,86,None,4,None,694
смысл,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,сл,смысл,nSSP,word,end,294.6,294.6,5,2,714
герб,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,рб,герб,SSP,word,end,7.7,56.1,4,2,507
слаш,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,сл,слаш,SSP,pseudoword,start,None,6393,5,2,1075
стаху,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,ст,стаху,SSP,pseudoword,start,None,9964.8,5,2,2352
вихатор,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,вихатор,filler,pseudoword,filler,None,None,7,None,3311
вирб,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,рб,вирб,SSP,pseudoword,end,None,56.1,4,2,1086
двурь,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,дв,двурь,SSP,pseudoword,start,None,3166,7,2,2263
мщикус,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,мщ,мщикус,nSSP,pseudoword,start,None,1.2,6,2,2181
кулоктр,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,ктр,кулоктр,nSSP,pseudoword,end,None,27,6,3,647
штран,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,штр,штран,SSP,pseudoword,start,None,51.1,5,3,1592
ашомп,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,мп,ашомп,SSP,pseudoword,end,None,63.1,4,2,2655
щавила,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,щавила,filler,pseudoword,filler,None,None,6,None,1046
хущаск,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,ск,хущаск,SSP,pseudoword,end,None,568.9,5,2,2164
нощага,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,нощага,filler,pseudoword,filler,None,None,6,None,1625
герищав,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,герищав,filler,pseudoword,filler,None,None,7,None,2859
кусоратуз,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,кусоратуз,filler,pseudoword,filler,None,None,9,None,2540
вущавль,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,вль,вущавль,nSSP,pseudoword,end,None,5.2,7,2,1759
люфизм,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,зм,люфизм,nSSP,pseudoword,end,None,725.1,8,2,1259
восхолк,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,лк,восхолк,SSP,pseudoword,end,None,133,4,2,3730
щуснь,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,снь,щуснь,nSSP,pseudoword,end,None,18.7,5,2,1312
носудр,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,др,носудр,nSSP,pseudoword,end,None,73.4,4,2,1248
шанавр,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,вр,шанавр,nSSP,pseudoword,end,None,43.2,8,2,1733
якузн,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,зн,якузн,nSSP,pseudoword,end,None,13.2,7,2,2176
цвоп,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,цв,цвоп,SSP,pseudoword,start,None,369.3,6,2,959
нокортс,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,ртс,нокортс,SSP,pseudoword,end,None,0.4,5,3,995
косторг,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,рг,косторг,SSP,pseudoword,end,None,158,6,2,1147
физл,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,зл,физл,nSSP,pseudoword,end,None,3.5,4,2,803
льгысет,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,льг,льгысет,nSSP,pseudoword,start,None,38.6,6,2,885
нораха,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,нораха,filler,pseudoword,filler,None,None,6,None,826
мгнус,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,мгн,мгнус,nSSP,pseudoword,start,None,113.6,9,3,472
мгнинул,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,мгл,мгнинул,nSSP,pseudoword,start,None,9.1,4,3,942
мздырмыг,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,мзд,мздырмыг,nSSP,pseudoword,start,None,2.7,4,3,387
ниял,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,None,ниял,filler,pseudoword,filler,None,None,4,None,743
шокесл,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,сл,шокесл,nSSP,pseudoword,end,None,294.6,5,2,420
ликостр,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,стр,ликостр,nSSP,pseudoword,end,None,249.6,7,3,708
язнь,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,знь,язнь,nSSP,pseudoword,end,None,1548.5,7,2,821
уфилст,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,лст,уфилст,SSP,pseudoword,end,None,8.9,5,3,1108
глен,73,4b5c3d7d5ed416d6be4153ea3f7d57f8,A,гл,глен,SSP,pseudoword,start,None,2880.4,4,2,840
триумф,74,bc55c01aabefd26629e28d8a5c491159,B,мф,триумф,SSP,word,end,9.3,9.3,6,2,6359
центр,74,bc55c01aabefd26629e28d8a5c491159,B,нтр,центр,nSSP,word,end,265.9,281.5,5,3,1527
мотоцикл,74,bc55c01aabefd26629e28d8a5c491159,B,кл,мотоцикл,nSSP,word,end,18.4,69.5,8,2,2128
рубль,74,bc55c01aabefd26629e28d8a5c491159,B,бль,рубль,nSSP,word,end,296.4,416.2,5,2,1553
ртуть,74,bc55c01aabefd26629e28d8a5c491159,B,рт,ртуть,nSSP,word,start,3.7,7.9,5,2,892
театр,74,bc55c01aabefd26629e28d8a5c491159,B,тр,театр,nSSP,word,end,305.3,792,5,2,852
носок,74,bc55c01aabefd26629e28d8a5c491159,B,None,носок,filler,word,filler,25.2,None,5,None,801
табурет,74,bc55c01aabefd26629e28d8a5c491159,B,None,табурет,filler,word,filler,7.3,None,7,None,3204
егерь,74,bc55c01aabefd26629e28d8a5c491159,B,None,егерь,filler,word,filler,3.7,None,5,None,2613
шквал,74,bc55c01aabefd26629e28d8a5c491159,B,шкв,шквал,SSP,word,start,3.4,4.2,5,3,822
ансамбль,74,bc55c01aabefd26629e28d8a5c491159,B,мбль,ансамбль,nSSP,word,end,21.7,21.7,8,3,820
склон,74,bc55c01aabefd26629e28d8a5c491159,B,скл,склон,SSP,word,start,26.3,262.9,5,3,1314
ржавчина,74,bc55c01aabefd26629e28d8a5c491159,B,рж,ржавчина,nSSP,word,start,4.2,31.1,8,2,1524
абсурд,74,bc55c01aabefd26629e28d8a5c491159,B,рд,абсурд,SSP,word,end,9.1,132.5,6,2,2002
льстец,74,bc55c01aabefd26629e28d8a5c491159,B,льст,льстец,nSSP,word,start,0.7,6.7,6,3,99
бассейн,74,bc55c01aabefd26629e28d8a5c491159,B,йн,бассейн,SSP,word,end,33.4,77.5,7,2,1343
право,74,bc55c01aabefd26629e28d8a5c491159,B,пр,право,SSP,word,start,461.4,36041.9,5,2,756
вихрь,74,bc55c01aabefd26629e28d8a5c491159,B,хрь,вихрь,nSSP,word,end,9.7,9.7,5,2,747
вратарь,74,bc55c01aabefd26629e28d8a5c491159,B,вр,вратарь,SSP,word,start,4.8,3016.4,7,2,820
ствол,74,bc55c01aabefd26629e28d8a5c491159,B,ств,ствол,SSP,word,start,49.5,61.9,5,3,736
скунс,74,bc55c01aabefd26629e28d8a5c491159,B,нс,скунс,SSP,word,end,0.5,179.5,5,2,1999
трагедия,74,bc55c01aabefd26629e28d8a5c491159,B,тр,трагедия,SSP,word,start,45.7,4601.6,8,2,898
поезд,74,bc55c01aabefd26629e28d8a5c491159,B,зд,поезд,SSP,word,end,93.3,363.2,5,2,63
спектакль,74,bc55c01aabefd26629e28d8a5c491159,B,кль,спектакль,nSSP,word,end,164.7,178,9,2,877
краб,74,bc55c01aabefd26629e28d8a5c491159,B,кр,краб,SSP,word,start,7.9,4723.9,4,2,693
корова,74,bc55c01aabefd26629e28d8a5c491159,B,None,корова,filler,word,filler,44.8,None,6,None,749
рванина,74,bc55c01aabefd26629e28d8a5c491159,B,рв,рванина,nSSP,word,start,0.4,100.9,7,2,800
тигр,74,bc55c01aabefd26629e28d8a5c491159,B,гр,тигр,nSSP,word,end,15.2,29.7,4,2,759
столб,74,bc55c01aabefd26629e28d8a5c491159,B,лб,столб,SSP,word,end,32.7,33.1,5,2,643
порошок,74,bc55c01aabefd26629e28d8a5c491159,B,None,порошок,filler,word,filler,16.8,None,7,None,731
цилиндр,74,bc55c01aabefd26629e28d8a5c491159,B,ндр,цилиндр,nSSP,word,end,12.5,16.6,7,3,927
инфаркт,74,bc55c01aabefd26629e28d8a5c491159,B,ркт,инфаркт,SSP,word,end,11.6,11.6,7,3,850
дыня,74,bc55c01aabefd26629e28d8a5c491159,B,None,дыня,filler,word,filler,4.1,None,4,None,817
тембр,74,bc55c01aabefd26629e28d8a5c491159,B,мбр,тембр,nSSP,word,end,3.4,3.4,5,3,831
лжец,74,bc55c01aabefd26629e28d8a5c491159,B,лж,лжец,nSSP,word,start,1.9,10.1,4,2,718
хлыст,74,bc55c01aabefd26629e28d8a5c491159,B,ст,хлыст,SSP,word,end,2.8,2163.2,5,2,750
мститель,74,bc55c01aabefd26629e28d8a5c491159,B,мст,мститель,nSSP,word,start,1.9,15.9,8,3,822
город,74,bc55c01aabefd26629e28d8a5c491159,B,None,город,filler,word,filler,573.4,None,5,None,684
щутонс,74,bc55c01aabefd26629e28d8a5c491159,B,нс,щутонс,SSP,pseudoword,end,None,179.5,5,2,3450
врамус,74,bc55c01aabefd26629e28d8a5c491159,B,вр,врамус,SSP,pseudoword,start,None,3016.4,7,2,698
торибль,74,bc55c01aabefd26629e28d8a5c491159,B,бль,торибль,nSSP,pseudoword,end,None,416.2,5,2,955
коромбль,74,bc55c01aabefd26629e28d8a5c491159,B,мбль,коромбль,nSSP,pseudoword,end,None,21.7,8,3,944
вудалб,74,bc55c01aabefd26629e28d8a5c491159,B,лб,вудалб,SSP,pseudoword,end,None,33.1,5,2,1469
сигузд,74,bc55c01aabefd26629e28d8a5c491159,B,зд,сигузд,SSP,pseudoword,end,None,363.2,5,2,1703
склус,74,bc55c01aabefd26629e28d8a5c491159,B,скл,склус,SSP,pseudoword,start,None,262.9,5,3,1468
зовамф,74,bc55c01aabefd26629e28d8a5c491159,B,мф,зовамф,SSP,pseudoword,end,None,9.3,6,2,1058
югост,74,bc55c01aabefd26629e28d8a5c491159,B,ст,югост,SSP,pseudoword,end,None,2163.2,5,2,1349
рвыкут,74,bc55c01aabefd26629e28d8a5c491159,B,рв,рвыкут,nSSP,pseudoword,start,None,100.9,7,2,817
шомбр,74,bc55c01aabefd26629e28d8a5c491159,B,мбр,шомбр,nSSP,pseudoword,end,None,3.4,5,3,846
прен,74,bc55c01aabefd26629e28d8a5c491159,B,пр,прен,SSP,pseudoword,start,None,36041.9,5,2,1091
вигокль,74,bc55c01aabefd26629e28d8a5c491159,B,кль,вигокль,nSSP,pseudoword,end,None,178,9,2,1264
ствонет,74,bc55c01aabefd26629e28d8a5c491159,B,ств,ствонет,SSP,pseudoword,start,None,61.9,5,3,894
ржыр,74,bc55c01aabefd26629e28d8a5c491159,B,рж,ржыр,nSSP,pseudoword,start,None,31.1,8,2,2523
кузетр,74,bc55c01aabefd26629e28d8a5c491159,B,тр,кузетр,nSSP,pseudoword,end,None,792,5,2,882
льстыр,74,bc55c01aabefd26629e28d8a5c491159,B,льст,льстыр,nSSP,pseudoword,start,None,6.7,6,3,1634
кугора,74,bc55c01aabefd26629e28d8a5c491159,B,None,кугора,filler,pseudoword,filler,None,None,6,None,1465
трацеп,74,bc55c01aabefd26629e28d8a5c491159,B,тр,трацеп,SSP,pseudoword,start,None,4601.6,8,2,977
фофард,74,bc55c01aabefd26629e28d8a5c491159,B,рд,фофард,SSP,pseudoword,end,None,132.5,6,2,1135
мстунит,74,bc55c01aabefd26629e28d8a5c491159,B,мст,мстунит,nSSP,pseudoword,start,None,15.9,8,3,679
анакондр,74,bc55c01aabefd26629e28d8a5c491159,B,ндр,анакондр,nSSP,pseudoword,end,None,16.6,7,3,758
жакл,74,bc55c01aabefd26629e28d8a5c491159,B,кл,жакл,nSSP,pseudoword,end,None,69.5,8,2,759
нокейн,74,bc55c01aabefd26629e28d8a5c491159,B,йн,нокейн,SSP,pseudoword,end,None,77.5,7,2,1148
инихрь,74,bc55c01aabefd26629e28d8a5c491159,B,хрь,инихрь,nSSP,pseudoword,end,None,9.7,5,2,988
шейун,74,bc55c01aabefd26629e28d8a5c491159,B,None,шейун,filler,pseudoword,filler,None,None,5,None,821
ипогр,74,bc55c01aabefd26629e28d8a5c491159,B,гр,ипогр,nSSP,pseudoword,end,None,29.7,4,2,948
крак,74,bc55c01aabefd26629e28d8a5c491159,B,кр,крак,SSP,pseudoword,start,None,4723.9,4,2,776
фунтр,74,bc55c01aabefd26629e28d8a5c491159,B,нтр,фунтр,nSSP,pseudoword,end,None,281.5,5,3,985
гощара,74,bc55c01aabefd26629e28d8a5c491159,B,None,гощара,filler,pseudoword,filler,None,None,6,None,1563
моркт,74,bc55c01aabefd26629e28d8a5c491159,B,ркт,моркт,SSP,pseudoword,end,None,11.6,7,3,741
ртос,74,bc55c01aabefd26629e28d8a5c491159,B,рт,ртос,nSSP,pseudoword,start,None,7.9,5,2,723
визун,74,bc55c01aabefd26629e28d8a5c491159,B,None,визун,filler,pseudoword,filler,None,None,5,None,722
шквурм,74,bc55c01aabefd26629e28d8a5c491159,B,шкв,шквурм,SSP,pseudoword,start,None,4.2,5,3,1034
поратух,74,bc55c01aabefd26629e28d8a5c491159,B,None,поратух,filler,pseudoword,filler,None,None,7,None,947
лурян,74,bc55c01aabefd26629e28d8a5c491159,B,None,лурян,filler,pseudoword,filler,None,None,5,None,865
журавль,20,5ba8e726fdce0f127e6140c04cdc26a1,A,вль,журавль,nSSP,word,end,5.2,5.2,7,2,1743
мщение,20,5ba8e726fdce0f127e6140c04cdc26a1,A,мщ,мщение,nSSP,word,start,1.2,1.2,6,2,1239
блеск,20,5ba8e726fdce0f127e6140c04cdc26a1,A,ск,блеск,SSP,word,end,29.7,568.9,5,2,730
велосипед,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,велосипед,filler,word,filler,23.1,None,9,None,968
соблазн,20,5ba8e726fdce0f127e6140c04cdc26a1,A,зн,соблазн,nSSP,word,end,13.2,13.2,7,2,876
степь,20,5ba8e726fdce0f127e6140c04cdc26a1,A,ст,степь,SSP,word,start,29.6,9964.8,5,2,1017
обед,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,обед,filler,word,filler,69.7,None,4,None,420
слайд,20,5ba8e726fdce0f127e6140c04cdc26a1,A,сл,слайд,SSP,word,start,1.7,6393,5,2,464
болезнь,20,5ba8e726fdce0f127e6140c04cdc26a1,A,знь,болезнь,nSSP,word,end,109.6,1548.5,7,2,535
песнь,20,5ba8e726fdce0f127e6140c04cdc26a1,A,снь,песнь,nSSP,word,end,18.7,18.7,5,2,669
кот,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,кот,filler,word,filler,40.3,None,3,None,437
рыба,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,рыба,filler,word,filler,86,None,4,None,576
герб,20,5ba8e726fdce0f127e6140c04cdc26a1,A,рб,герб,SSP,word,end,7.7,56.1,4,2,649
мзда,20,5ba8e726fdce0f127e6140c04cdc26a1,A,мзд,мзда,nSSP,word,start,1.5,2.7,4,3,434
организм,20,5ba8e726fdce0f127e6140c04cdc26a1,A,зм,организм,nSSP,word,end,80.6,725.1,8,2,611
темп,20,5ba8e726fdce0f127e6140c04cdc26a1,A,мп,темп,SSP,word,end,49,63.1,4,2,498
штраф,20,5ba8e726fdce0f127e6140c04cdc26a1,A,штр,штраф,SSP,word,start,32.3,51.1,5,3,672
спектр,20,5ba8e726fdce0f127e6140c04cdc26a1,A,ктр,спектр,nSSP,word,end,27,27,6,3,433
динозавр,20,5ba8e726fdce0f127e6140c04cdc26a1,A,вр,динозавр,nSSP,word,end,3.1,43.2,8,2,416
мгновение,20,5ba8e726fdce0f127e6140c04cdc26a1,A,мгн,мгновение,nSSP,word,start,55.1,113.6,9,3,362
кедр,20,5ba8e726fdce0f127e6140c04cdc26a1,A,др,кедр,nSSP,word,end,6.1,73.4,4,2,414
сторож,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,сторож,filler,word,filler,14.4,None,6,None,403
смысл,20,5ba8e726fdce0f127e6140c04cdc26a1,A,сл,смысл,nSSP,word,end,294.6,294.6,5,2,399
